id	organism name	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA	domain	phylum	class	order	family	genus
9368	Listeria monocytogenes	AAANZM.gz	AAANZM010000001-AAANZM010000029	29	2967590	BCT	2019-02-19	2019-03-27	PRJNA212117	SAMN10968396	SRR8592591	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9369	Listeria monocytogenes	AAANZN.gz	AAANZN010000001-AAANZN010000028	28	3249027	BCT	2019-02-19	2025-09-11	PRJNA368992	SAMN10965580	SRR8590879	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9370	Listeria monocytogenes	AAANZP.gz	AAANZP010000001-AAANZP010000031	31	3149722	BCT	2019-02-21	2019-03-27	PRJNA514290	SAMN10983904	SRR8602350	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9371	Listeria monocytogenes	AAANZQ.gz	AAANZQ010000001-AAANZQ010000027	27	3044719	BCT	2019-02-21	2019-03-27	PRJNA215355	SAMN10985276	SRR8606669	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9372	Listeria innocua	AAANZR.gz	AAANZR010000001-AAANZR010000032	32	3035490	BCT	2019-02-21	2019-03-27	PRJNA514290	SAMN10929245	SRR8602336	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9373	Listeria monocytogenes	AAANZS.gz	AAANZS010000001-AAANZS010000061	61	3058597	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997789	SRR8618492	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9374	Listeria monocytogenes	AAANZT.gz	AAANZT010000001-AAANZT010000024	24	2888255	BCT	2019-02-25	2019-03-27	PRJNA212117	SAMN10996097	SRR8618151	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9375	Listeria monocytogenes	AAANZU.gz	AAANZU010000001-AAANZU010000042	42	3094927	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997754	SRR8618482	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9376	Listeria monocytogenes	AAANZV.gz	AAANZV010000001-AAANZV010000037	37	3080580	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997812	SRR8618516	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9377	Listeria monocytogenes	AAANZW.gz	AAANZW010000001-AAANZW010000046	46	3067380	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10977227	SRR8618597	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9378	Listeria monocytogenes	AAANZX.gz	AAANZX010000001-AAANZX010000032	32	3011136	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997819	SRR8618618	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9379	Listeria monocytogenes	AAANZY.gz	AAANZY010000001-AAANZY010000102	102	3069113	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997745	SRR8618483	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9380	Listeria monocytogenes	AAANZZ.gz	AAANZZ010000001-AAANZZ010000028	28	3101090	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997826	SRR8618620	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9381	Listeria monocytogenes	AAAOAA.gz	AAAOAA010000001-AAAOAA010000048	48	3006179	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10997833	SRR8618626	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9382	Listeria monocytogenes	AAAOAB.gz	AAAOAB010000001-AAAOAB010000042	42	3084138	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10977222	SRR8618800	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9383	Listeria monocytogenes	AAAOAC.gz	AAAOAC010000001-AAAOAC010000038	38	3027505	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10998723	SRR8618803	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9384	Listeria monocytogenes	AAAOAD.gz	AAAOAD010000001-AAAOAD010000034	34	3098964	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10999172	SRR8618813	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9385	Listeria monocytogenes	AAAOAE.gz	AAAOAE010000001-AAAOAE010000055	55	3016105	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10999532	SRR8618858	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9386	Listeria monocytogenes	AAAOAF.gz	AAAOAF010000001-AAAOAF010000043	43	3033612	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN11000361	SRR8619339	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9387	Listeria monocytogenes	AAAOAG.gz	AAAOAG010000001-AAAOAG010000052	52	3143492	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10977209	SRR8618806	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9388	Listeria monocytogenes	AAAOAH.gz	AAAOAH010000001-AAAOAH010000081	81	3100354	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN11000270	SRR8619351	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9389	Listeria monocytogenes	AAAOAI.gz	AAAOAI010000001-AAAOAI010000020	20	3034429	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10999074	SRR8618810	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9390	Listeria monocytogenes	AAAOAJ.gz	AAAOAJ010000001-AAAOAJ010000067	67	3036303	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN11000479	SRR8619355	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9391	Listeria monocytogenes	AAAOAK.gz	AAAOAK010000001-AAAOAK010000052	52	3087861	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN11000944	SRR8623923	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9392	Listeria monocytogenes	AAAOAL.gz	AAAOAL010000001-AAAOAL010000066	66	3154528	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10999645	SRR8619286	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9393	Listeria monocytogenes	AAAOAM.gz	AAAOAM010000001-AAAOAM010000023	23	2990710	BCT	2019-02-25	2019-03-27	PRJNA317408	SAMN11002157	SRR8624678	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9394	Listeria monocytogenes	AAAOAN.gz	AAAOAN010000001-AAAOAN010000041	41	3299074	BCT	2019-02-25	2019-03-27	PRJNA317408	SAMN11002156	SRR8624679	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9395	Listeria monocytogenes	AAAOAO.gz	AAAOAO010000001-AAAOAO010000043	43	3096396	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN10977228	SRR8624683	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9396	Listeria monocytogenes	AAAOAP.gz	AAAOAP010000001-AAAOAP010000089	89	3000357	BCT	2019-02-25	2019-03-27	PRJNA215355	SAMN11008394	SRR8626398	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9397	Listeria monocytogenes	AAAOAQ.gz	AAAOAQ010000001-AAAOAQ010000069	69	3052960	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN11001683	SRR8624664	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9398	Listeria monocytogenes	AAAOAR.gz	AAAOAR010000001-AAAOAR010000031	31	3143744	BCT	2019-02-25	2019-03-27	PRJNA215355	SAMN11008392	SRR8626400	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9399	Listeria monocytogenes	AAAOAS.gz	AAAOAS010000001-AAAOAS010000023	23	3187209	BCT	2019-02-25	2019-03-27	PRJNA215355	SAMN11008393	SRR8626401	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9400	Listeria monocytogenes	AAAOAT.gz	AAAOAT010000001-AAAOAT010000068	68	3070073	BCT	2019-02-25	2020-03-11	PRJNA215355	SAMN11002698	SRR8624684	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9401	Listeria monocytogenes	AAAOAU.gz	AAAOAU010000001-AAAOAU010000240	240	3061227	BCT	2019-02-26	2019-03-27	PRJNA514286	SAMN11020412	SRR8632419	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9402	Listeria monocytogenes	AAAOAV.gz	AAAOAV010000001-AAAOAV010000019	19	3027749	BCT	2019-02-26	2019-03-27	PRJNA212117	SAMN11021898	SRR8632486	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9403	Listeria monocytogenes	AAAOAW.gz	AAAOAW010000001-AAAOAW010000038	38	2887866	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030827	SRR8645258	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9404	Listeria monocytogenes	AAAOAX.gz	AAAOAX010000001-AAAOAX010000024	24	3053742	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030830	SRR8645256	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9405	Listeria monocytogenes	AAAOAY.gz	AAAOAY010000001-AAAOAY010000040	40	3176008	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030829	SRR8645259	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9406	Listeria monocytogenes	AAAOAZ.gz	AAAOAZ010000001-AAAOAZ010000455	455	3028793	BCT	2019-02-26	2019-03-27	PRJNA514286	SAMN11020414	SRR8632421	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9407	Listeria monocytogenes	AAAOBA.gz	AAAOBA010000001-AAAOBA010000046	46	3057940	BCT	2019-02-26	2019-03-27	PRJNA215355	SAMN11022343	SRR8632953	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9408	Listeria monocytogenes	AAAOBB.gz	AAAOBB010000001-AAAOBB010000306	306	3039739	BCT	2019-02-26	2019-03-27	PRJNA514286	SAMN11020410	SRR8632422	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9409	Listeria monocytogenes	AAAOBC.gz	AAAOBC010000001-AAAOBC010000030	30	2930483	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030822	SRR8645261	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9410	Listeria monocytogenes	AAAOBD.gz	AAAOBD010000001-AAAOBD010000293	293	2975498	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030821	SRR8645260	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9411	Listeria monocytogenes	AAAOBE.gz	AAAOBE010000001-AAAOBE010000025	25	2960223	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030831	SRR8645263	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9412	Listeria monocytogenes	AAAOBF.gz	AAAOBF010000001-AAAOBF010000035	35	3070199	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030826	SRR8645264	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9413	Listeria monocytogenes	AAAOBG.gz	AAAOBG010000001-AAAOBG010000493	493	2778297	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030815	SRR8645262	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9414	Listeria monocytogenes	AAAOBH.gz	AAAOBH010000001-AAAOBH010000026	26	3169537	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030865	SRR8645271	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9415	Listeria monocytogenes	AAAOBI.gz	AAAOBI010000001-AAAOBI010000035	35	3093786	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030879	SRR8645316	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9416	Listeria monocytogenes	AAAOBJ.gz	AAAOBJ010000001-AAAOBJ010000052	52	3020260	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030889	SRR8645318	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9417	Listeria monocytogenes	AAAOBK.gz	AAAOBK010000001-AAAOBK010000039	39	3048630	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030907	SRR8645320	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9418	Listeria monocytogenes	AAAOBL.gz	AAAOBL010000001-AAAOBL010000029	29	2981127	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030924	SRR8645323	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9419	Listeria monocytogenes	AAAOBM.gz	AAAOBM010000001-AAAOBM010000052	52	3287367	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030863	SRR8645269	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9420	Listeria monocytogenes	AAAOBN.gz	AAAOBN010000001-AAAOBN010000029	29	2972271	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030886	SRR8645332	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9421	Listeria monocytogenes	AAAOBO.gz	AAAOBO010000001-AAAOBO010000063	63	3028421	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030893	SRR8645338	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9422	Listeria monocytogenes	AAAOBP.gz	AAAOBP010000001-AAAOBP010000080	80	2942636	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030919	SRR8645339	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9423	Listeria monocytogenes	AAAOBQ.gz	AAAOBQ010000001-AAAOBQ010000029	29	3016725	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030946	SRR8645344	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9424	Listeria monocytogenes	AAAOBR.gz	AAAOBR010000001-AAAOBR010000050	50	3124946	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030917	SRR8645329	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9425	Listeria monocytogenes	AAAOBS.gz	AAAOBS010000001-AAAOBS010000035	35	3229721	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030871	SRR8645326	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9426	Listeria monocytogenes	AAAOBT.gz	AAAOBT010000001-AAAOBT010000076	76	3129698	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030911	SRR8645330	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9427	Listeria monocytogenes	AAAOBU.gz	AAAOBU010000001-AAAOBU010000148	148	2875504	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030876	SRR8645327	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9428	Listeria monocytogenes	AAAOBV.gz	AAAOBV010000001-AAAOBV010000070	70	2965817	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030927	SRR8645328	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9429	Listeria monocytogenes	AAAOBW.gz	AAAOBW010000001-AAAOBW010000102	102	2896275	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030881	SRR8645335	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9430	Listeria monocytogenes	AAAOBX.gz	AAAOBX010000001-AAAOBX010000021	21	2931741	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030942	SRR8645361	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9431	Listeria monocytogenes	AAAOBY.gz	AAAOBY010000001-AAAOBY010000020	20	3133935	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030943	SRR8645363	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9432	Listeria monocytogenes	AAAOBZ.gz	AAAOBZ010000001-AAAOBZ010000031	31	3087676	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030934	SRR8645365	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9433	Listeria monocytogenes	AAAOCA.gz	AAAOCA010000001-AAAOCA010000022	22	3181409	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030936	SRR8645350	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9434	Listeria monocytogenes	AAAOCB.gz	AAAOCB010000001-AAAOCB010000037	37	3123520	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030933	SRR8645364	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9435	Listeria monocytogenes	AAAOCC.gz	AAAOCC010000001-AAAOCC010000095	95	3012334	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030945	SRR8645353	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9436	Listeria monocytogenes	AAAOCD.gz	AAAOCD010000001-AAAOCD010000035	35	3126092	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030947	SRR8645345	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9437	Listeria monocytogenes	AAAOCE.gz	AAAOCE010000001-AAAOCE010000033	33	3096883	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030938	SRR8645356	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9438	Listeria monocytogenes	AAAOCF.gz	AAAOCF010000001-AAAOCF010000030	30	2989830	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030931	SRR8645367	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9439	Listeria monocytogenes	AAAOCG.gz	AAAOCG010000001-AAAOCG010000047	47	3213242	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030965	SRR8645370	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9440	Listeria monocytogenes	AAAOCH.gz	AAAOCH010000001-AAAOCH010000025	25	3087767	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030995	SRR8645371	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9441	Listeria monocytogenes	AAAOCI.gz	AAAOCI010000001-AAAOCI010000034	34	3072710	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030992	SRR8645373	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9442	Listeria monocytogenes	AAAOCJ.gz	AAAOCJ010000001-AAAOCJ010000099	99	3048810	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030957	SRR8645372	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9443	Listeria monocytogenes	AAAOCK.gz	AAAOCK010000001-AAAOCK010000049	49	3223048	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031008	SRR8645376	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9444	Listeria monocytogenes	AAAOCL.gz	AAAOCL010000001-AAAOCL010000036	36	2998829	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030959	SRR8645379	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9445	Listeria monocytogenes	AAAOCM.gz	AAAOCM010000001-AAAOCM010000034	34	3054260	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030989	SRR8645385	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9446	Listeria monocytogenes	AAAOCN.gz	AAAOCN010000001-AAAOCN010000066	66	2989602	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030994	SRR8645381	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9447	Listeria monocytogenes	AAAOCO.gz	AAAOCO010000001-AAAOCO010000026	26	2948325	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030961	SRR8645396	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9448	Listeria monocytogenes	AAAOCP.gz	AAAOCP010000001-AAAOCP010000022	22	3124676	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030968	SRR8645384	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9449	Listeria monocytogenes	AAAOCQ.gz	AAAOCQ010000001-AAAOCQ010000041	41	3056996	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030993	SRR8645397	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9450	Listeria monocytogenes	AAAOCR.gz	AAAOCR010000001-AAAOCR010000055	55	3020169	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030986	SRR8645402	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9451	Listeria monocytogenes	AAAOCS.gz	AAAOCS010000001-AAAOCS010000104	104	2858018	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030985	SRR8645404	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9452	Listeria monocytogenes	AAAOCT.gz	AAAOCT010000001-AAAOCT010000057	57	3143322	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030972	SRR8645399	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9453	Listeria monocytogenes	AAAOCU.gz	AAAOCU010000001-AAAOCU010000024	24	3147889	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030975	SRR8645408	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9454	Listeria monocytogenes	AAAOCV.gz	AAAOCV010000001-AAAOCV010000174	174	3105842	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030982	SRR8645401	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9455	Listeria monocytogenes	AAAOCW.gz	AAAOCW010000001-AAAOCW010000037	37	3101419	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031090	SRR8645650	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9456	Listeria monocytogenes	AAAOCX.gz	AAAOCX010000001-AAAOCX010000208	208	2962445	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030955	SRR8645409	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9457	Listeria monocytogenes	AAAOCY.gz	AAAOCY010000001-AAAOCY010000287	287	2950319	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031000	SRR8645657	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9458	Listeria monocytogenes	AAAOCZ.gz	AAAOCZ010000001-AAAOCZ010000020	20	3253779	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031010	SRR8645413	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9459	Listeria monocytogenes	AAAODA.gz	AAAODA010000001-AAAODA010000225	225	2932551	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031029	SRR8645658	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9460	Listeria monocytogenes	AAAODB.gz	AAAODB010000001-AAAODB010000029	29	3017475	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030997	SRR8645660	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9461	Listeria monocytogenes	AAAODC.gz	AAAODC010000001-AAAODC010000027	27	3002329	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031002	SRR8645663	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9462	Listeria monocytogenes	AAAODD.gz	AAAODD010000001-AAAODD010000049	49	2935996	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031028	SRR8645669	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9463	Listeria monocytogenes	AAAODE.gz	AAAODE010000001-AAAODE010000034	34	3013044	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031089	SRR8645665	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9464	Listeria monocytogenes	AAAODF.gz	AAAODF010000001-AAAODF010000036	36	2929480	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031007	SRR8645671	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9465	Listeria monocytogenes	AAAODG.gz	AAAODG010000001-AAAODG010000148	148	2941981	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11030999	SRR8645679	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9466	Listeria monocytogenes	AAAODH.gz	AAAODH010000001-AAAODH010000038	38	3062606	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031087	SRR8645686	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9467	Listeria monocytogenes	AAAODI.gz	AAAODI010000001-AAAODI010000039	39	3094946	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031126	SRR8645688	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9468	Listeria monocytogenes	AAAODJ.gz	AAAODJ010000001-AAAODJ010000068	68	3057100	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031018	SRR8645685	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9469	Listeria monocytogenes	AAAODK.gz	AAAODK010000001-AAAODK010000040	40	3195867	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031134	SRR8645690	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9470	Listeria monocytogenes	AAAODL.gz	AAAODL010000001-AAAODL010000036	36	3001202	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031019	SRR8645683	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9471	Listeria monocytogenes	AAAODM.gz	AAAODM010000001-AAAODM010000045	45	3279112	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031026	SRR8645677	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9472	Listeria monocytogenes	AAAODN.gz	AAAODN010000001-AAAODN010000031	31	2979558	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031097	SRR8645696	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9473	Listeria monocytogenes	AAAODO.gz	AAAODO010000001-AAAODO010000066	66	3192497	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031004	SRR8645684	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9474	Listeria monocytogenes	AAAODP.gz	AAAODP010000001-AAAODP010000091	91	2879829	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031107	SRR8645692	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9475	Listeria monocytogenes	AAAODQ.gz	AAAODQ010000001-AAAODQ010000052	52	3160485	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031112	SRR8645697	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
9476	Listeria monocytogenes	AAAODR.gz	AAAODR010000001-AAAODR010000041	41	3248553	BCT	2019-02-28	2019-03-27	PRJNA248549	SAMN11031136	SRR8645702	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
